"stock_code","StockKeyDescription","YearOfLastAssessment","DataCategory","AdviceCategory","advice_url","Blim2013","Blim2014","Blim2015","Blim2016","Blim2017","Blim2018","BMSY2011","BMSY2012","BMSY2013","BMSY2014","BMSY2015","BMSY2016","BMSY2017","BMSY2018","BPA2011","BPA2012","BPA2013","BPA2014","BPA2015","BPA2016","BPA2017","BPA2018","FMGT2011","FMGT2012","FMGT2013","FMGT2014","FMGT2015","FMGT2016","FMGT2017","FMSY2011","FMSY2012","FMSY2013","FMSY2014","FMSY2015","FMSY2016","FMSY2017","FPA2011","FPA2012","FPA2013","FPA2014","FPA2015","FPA2016","FPA2017","FQual2011","FQual2012","FQual2013","FQual2014","FQual2015","FQual2016","FQual2017","SSBMGT2011","SSBMGT2012","SSBMGT2013","SSBMGT2014","SSBMGT2015","SSBMGT2016","SSBMGT2017","SSBMGT2018","SSBQual2011","SSBQual2012","SSBQual2013","SSBQual2014","SSBQual2015","SSBQual2016","SSBQual2017"
"nep-33","Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)","2016","4","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/nep-33.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.33</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep-5","Norway lobster (Nephrops norvegicus) in divisions 4.b and 4.c, Functional Unit 5 (central and southern North Sea, Botney Gut-Silver Pit)","2016","4","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/nep-5.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.5</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.2829","Norway lobster (Nephrops norvegicus) in Division 9.a, functional units 28-29 (Atlantic Iberian waters East and southwestern and southern Portugal)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.2829.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.2829</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.30","Norway lobster (Nephrops norvegicus) in Division 9.a, Functional Unit 30 (Atlantic Iberian waters East and Gulf of Cadiz)","2017","4","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.30.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.30</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","qual_DOWN","qual_UP"
"nep-2627","Norway lobster (Nephrops norvegicus) in Division 9.a, functional units 26-27 (Atlantic Iberian waters East, western Galicia, and northern Portugal)","2016","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/nep-2627.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.2627</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.27.4outFU","Norway lobster (Nephrops norvegicus) in Subarea 4, outside the functional units (North Sea)","2017","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.27.4outFU.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.27.4outFU</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.3-4","Norway lobster (Nephrops norvegicus) in Division 3.a, Functional units 3 and 4 (Skagerrak and Kattegat)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.3-4.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.3-4</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.6","Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 6 (central North Sea, Farn Deeps)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.6.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.6</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.7","Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 7 (northern North Sea, Fladen Ground)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.7.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.7</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","RED","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.8","Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 8 (central North Sea, Firth of Forth)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.8.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.8</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.9","Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 9 (central North Sea, Moray Firth)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.9.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.9</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","GREEN","RED","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.22","Norway lobster (Nephrops norvegicus) in divisions 7.g and 7.f, Functional Unit 22 (Celtic Sea, Bristol Channel)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.22.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.22</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","RED","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.17","Norway lobster (Nephrops norvegicus) in Division 7.b, Functional Unit 17 (west of Ireland, Aran grounds)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.17.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.17</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","RED","RED","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","GREEN","RED","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.19","Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.19.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.19</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","RED","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.11","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 11 (West of Scotland, North Minch)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.11.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.11</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.12","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 12 (West of Scotland, South Minch)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.12.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.12</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.13","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 13 (West of Scotland, the Firth of Clyde and Sound of Jura)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.13.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.13</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","GREEN","RED","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.14","Norway lobster (Nephrops norvegicus) in Division 7.a, Functional Unit 14 (Irish Sea, East)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.14.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.14</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.15","Norway lobster (Nephrops norvegicus) in Division 7.a, Functional Unit 15 (Irish Sea, West)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.15.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.15</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","RED","GREEN","GREY","GREY","GREY","GREY","GREEN","GREY","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.2021","Norway lobster (Nephrops norvegicus) in divisions 7.g and 7.h, functional units 20 and 21 (Celtic Sea)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.2021.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.2021</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.16","Norway lobster (Nephrops norvegicus) in divisions 7.b-c and 7.j-k, Functional Unit 16 (west and southwest of Ireland, Porcupine Bank)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.16.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.16</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"nep.fu.2324","Norway lobster (Nephrops norvegicus) in divisions 8.a and 8.b, functional units 23-24 (northern and central Bay of Biscay)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nep.fu.2324.pdf target=""_blank"" title=""Click here for the most recent advice"">nep.fu.2324</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","qual_DOWN"
"nop.27.3a4","Norway pout (Trisopterus esmarkii) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/nop.27.3a4.pdf target=""_blank"" title=""Click here for the most recent advice"">nop.27.3a4</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"ory-comb","Orange roughy (Hoplostethus atlanticus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","2016","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/ory-comb.pdf target=""_blank"" title=""Click here for the most recent advice"">ory.27.nea</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_RED","qual_RED","qual_RED","GREY","GREY"
"ple.27.420","Plaice (Pleuronectes platessa) in Subarea 4 (North Sea) and Subdivision 20 (Skagerrak)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ple.27.420.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.420</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"ple.27.7d","Plaice (Pleuronectes platessa) in Division 7.d (eastern English Channel)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ple.27.7d.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.7d</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"ple.27.21-23","Plaice (Pleuronectes platessa) in subdivisions 21-23 (Kattegat, Belt Seas, and the Sound)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ple.27.21-23.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.21-23</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"ple.27.7h-k","Plaice (Pleuronectes platessa) in Divisions 7h-k (Celtic Sea South, southwest of Ireland)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ple.27.7h-k.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.7h-k</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"ple.27.7a","Plaice (Pleuronectes platessa) in Division 7.a (Irish Sea)","2017","1","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ple.27.7a.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.7a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"ple.27.7bc","Plaice (Pleuronectes platessa) in divisions 7.b-c (West of Ireland)","2017","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ple.27.7bc.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.7bc</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
