"stock_code","StockKeyDescription","YearOfLastAssessment","DataCategory","AdviceCategory","advice_url","Blim2013","Blim2014","Blim2015","Blim2016","Blim2017","Blim2018","BMSY2011","BMSY2012","BMSY2013","BMSY2014","BMSY2015","BMSY2016","BMSY2017","BMSY2018","BPA2011","BPA2012","BPA2013","BPA2014","BPA2015","BPA2016","BPA2017","BPA2018","FMGT2011","FMGT2012","FMGT2013","FMGT2014","FMGT2015","FMGT2016","FMGT2017","FMSY2011","FMSY2012","FMSY2013","FMSY2014","FMSY2015","FMSY2016","FMSY2017","FPA2011","FPA2012","FPA2013","FPA2014","FPA2015","FPA2016","FPA2017","FQual2011","FQual2012","FQual2013","FQual2014","FQual2015","FQual2016","FQual2017","SSBMGT2011","SSBMGT2012","SSBMGT2013","SSBMGT2014","SSBMGT2015","SSBMGT2016","SSBMGT2017","SSBMGT2018","SSBQual2011","SSBQual2012","SSBQual2013","SSBQual2014","SSBQual2015","SSBQual2016","SSBQual2017"
"ple.27.7e","Plaice (Pleuronectes platessa) in Division 7.e (western English Channel)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ple.27.7e.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.7e</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
" ple.27.7f-g","Plaice (Pleuronectes platessa) in divisions 7.f and 7.g (Bristol Channel, Celtic Sea)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ ple.27.7f-g.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.7fg</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"ple.27.89a","Plaice (Pleuronectes platessa) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)","2017","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ple.27.89a.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.89a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"ple.27.24-32","Plaice (Pleuronectes platessa) in subdivisions 24-32 (Baltic Sea, excluding the Sound and Belt Seas)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ple.27.24-32.pdf target=""_blank"" title=""Click here for the most recent advice"">ple.27.24-32</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","qual_STEADY","qual_STEADY","qual_STEADY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_GREEN","qual_GREEN","qual_GREEN"
"pol.27.67","Pollack (Pollachius pollachius) in subareas 6-7 (Celtic Seas and the English Channel)","2017","4","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/pol.27.67.pdf target=""_blank"" title=""Click here for the most recent advice"">pol.27.67</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"pol.27.89a","Pollack (Pollachius pollachius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)","2017","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/pol.27.89a.pdf target=""_blank"" title=""Click here for the most recent advice"">pol.27.89a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"pol-nsea","Pollack (Pollachius pollachius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)","2016","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/pol-nsea.pdf target=""_blank"" title=""Click here for the most recent advice"">pol.27.3a4</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"por-nea","Porbeagle (Lamna nasus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","2015","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/por-nea.pdf target=""_blank"" title=""Click here for the most recent advice"">por.27.nea</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"cyo-nea","Portuguese dogfish (Centroscymnus coelolepis, Centrophorus squamosus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","2015","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/cyo-nea.pdf target=""_blank"" title=""Click here for the most recent advice"">cyo.27.nea</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"raj-celt","Rays and skates (Rajidae) in Subarea 6 and divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)","2016","6","No advice","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/raj-celt.pdf target=""_blank"" title=""Click here for the most recent advice"">raj.27.67a-ce-h</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"raj-89a","Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)","2016","5","No advice","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/raj-89a.pdf target=""_blank"" title=""Click here for the most recent advice"">raj.27.89a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"raj.27.3a47d","Rays and skates (Rajidae) in Subarea 4 and in divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)","2017","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/raj.27.3a47d.pdf target=""_blank"" title=""Click here for the most recent advice"">raj.27.3a47d</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"raj.27.1012","Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in subareas 10 and 12 (Azores grounds and north of Azores)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/raj.27.1012.pdf target=""_blank"" title=""Click here for the most recent advice"">raj.27.1012</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"gur.27.3-8","Red gurnard (Chelidonichthys cuculus) in subareas 3-8 (Northeast Atlantic)","2017","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/gur.27.3-8.pdf target=""_blank"" title=""Click here for the most recent advice"">gur.27.3-8</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rhg-nea","Roughhead grenadier (Macrourus berglax) in subareas 5-8, 10, 12 and 14 (Northeast Atlantic and Arctic Ocean)","2015","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/rhg-nea.pdf target=""_blank"" title=""Click here for the most recent advice"">rhg.27.nea</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"tsu-nea","Roughsnout grenadier (Trachyrincus scabrus) in subareas 1-2, 4-8, 10, 12, 14 and Division 3a (Northeast Atlantic and Arctic Ocean)","2015","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/tsu-nea.pdf target=""_blank"" title=""Click here for the most recent advice"">tsu.27.nea</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","qual_STEADY","qual_STEADY","qual_STEADY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rng-kask","Roundnose grenadier (Coryphaenoides rupestris) in Division 3.a (Skagerrak and Kattegat)","2016","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rng-kask.pdf target=""_blank"" title=""Click here for the most recent advice"">rng.27.3a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rng.27.5a10b12ac14b","Roundnose grenadier (Coryphaenoides rupestris) in Divisions 10.b and 12.c, and Subdivisions 12.a.1, 14.b.1, and 5.a.1 (Oceanic Northeast Atlantic and northern Reykjanes Ridge)","2017","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/rng.27.5a10b12ac14b.pdf target=""_blank"" title=""Click here for the most recent advice"">rng.27.5a10b12ac14b</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rng.27.1245a8914ab","Roundnose grenadier (Coryphaenoides rupestris) in subareas 1, 2, 4, 8, and 9, Division 14.a, and in subdivisions 14.b.2 and 5.a.2 (Northeast Atlantic and Arctic Ocean)","2017","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/rng.27.1245a8914ab.pdf target=""_blank"" title=""Click here for the most recent advice"">rng.27.1245a8914ab</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rng-5b67","Roundnose grenadier (Coryphaenoides rupestris) in subareas 6-7, and in Divisions 5.b and 12.b (Celtic Seas and the English Channel, Faroes grounds, and western Hatton Bank)","2016","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rng-5b67.pdf target=""_blank"" title=""Click here for the most recent advice"">rng.27.5b6712b</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"pok.27.5b","Saithe (Pollachius virens) in Division 5.b (Faroes grounds)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/pok.27.5b.pdf target=""_blank"" title=""Click here for the most recent advice"">pok.27.5b</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"pok.27.1-2","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/pok.27.1-2.pdf target=""_blank"" title=""Click here for the most recent advice"">pok.27.1-2</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"pok.27.5a","Saithe (Pollachius virens) in Division 5.a (Iceland grounds)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/pok.27.5a.pdf target=""_blank"" title=""Click here for the most recent advice"">pok.27.5a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"pok.27.3a46","Saithe (Pollachius virens) in Subareas 4, 6 and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/pok.27.3a46.pdf target=""_blank"" title=""Click here for the most recent advice"">pok.27.3a46</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sal.27.22-31","Salmon (Salmo salar) in subdivisions 22-31 (Baltic Sea, excluding the Gulf of Finland)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sal.27.22-31.pdf target=""_blank"" title=""Click here for the most recent advice"">sal.27.22-31</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sal.27.32","Salmon (Salmo salar) in Subdivision 32 (Gulf of Finland)","2017","4","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sal.27.32.pdf target=""_blank"" title=""Click here for the most recent advice"">sal.27.32</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"san.sa.3r","Sandeel (Ammodytes spp.) in Divisions 4.a and 4.b, and Subdivision 20, Sandeel Area 3r (Skagerrak, northern and central North Sea)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/san.sa.3r.pdf target=""_blank"" title=""Click here for the most recent advice"">san.sa.3r</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
